	CHANNEL	AIR_DATE	TIME	DURATION	REF_ID	TITLE	EVENT_NAT_DEF
21300	TVBNews	2019-11-08	25:28:36	20	S19663	SINCERE STORE-LUGGAGE/SPORTS WEAR	Commercial
21301	TVBFIN	2019-11-08	25:28:45	20	JED0234015	ANN ED(WONDER W-&=A	Promo
21302	TVBNews	2019-11-08	25:28:56	30	C22519	CHIMELONG OCEAN-ZHUHAI	Commercial
21303	TVBFIN	2019-11-08	25:29:05	20	AUD0981846	CENTA:CPROP(2130-=A	Promo
21304	TVBFIN	2019-11-08	25:29:25	5	C22545	CENTALINE SP:CLOSER LOOK B.B.	Commercial Tag on
21305	TVBNews	2019-11-08	25:29:26	30	M32578	MA PAK LEUNG ON KUNG PILLS	Commercial
21306	TVBFIN	2019-11-08	25:29:30	20	JUD9929455	KONEW:MAN WHO KILL-&=A	Promo
21307	TVBFIN	2019-11-08	25:29:50	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21308	TVBNews	2019-11-08	25:29:56	5	CIDA001001	"STATION ID(5"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21309	J2	2019-11-08	25:32:08	60	BCPA356451	2020 DRAMA CP(A	Promo
21310	TVBNews	2019-11-08	25:32:30	30	U04020	UNITED ASIA FINANCE-D5	Commercial
21311	TVBFIN	2019-11-08	25:32:31	10	GDP	CHINA UNICOM PRESENTS:FINANCE AT 10	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21312	TVBFIN	2019-11-08	25:32:41	105	AIM0014451	2020 FIN PROG-=A	Promo
21313	TVBNews	2019-11-08	25:33:00	30	C22892	CHARMING HOLIDAYS	Commercial
21314	J2	2019-11-08	25:33:08	20	P16989	PROMISE FINANCE #BCO	Commercial
21315	J2	2019-11-08	25:33:28	15	A10561	A-FONTANE X MANNING X SANRIO	Commercial
21316	TVBNews	2019-11-08	25:33:30	10	S19616	SUPPORT HK-ARTISTS-#23	Commercial
21317	TVBNews	2019-11-08	25:33:40	30	M31743	MINMETALS LAND	Commercial
21318	J2	2019-11-08	25:33:43	30	M32705	MYTV SUPER-DRAMA:G:MAISON TOKYO	Commercial
21319	TVBNews	2019-11-08	25:34:10	20	BTDA401455	HKJC-HORIZON(J2)2605=	Promo
21320	J2	2019-11-08	25:34:13	5	F44139	FORTOCOOL PAIN PATCH	Commercial
21321	J2	2019-11-08	25:34:18	30	H16164	HK FEDERATION-NEIGHBOURHOOD    FY 8	API / GIS
21322	TVBFIN	2019-11-08	25:34:26	15	I07039	I CHOICE #P.LOAN	Commercial
21323	TVBFIN	2019-11-08	25:34:41	15	A10473	ALLERGIC RHINITIS NOSE DROPS	Commercial
21324	J2	2019-11-08	25:34:48	20	JUD9743452	BL HOLIDAY:MOM-&=A	Promo
21325	TVBFIN	2019-11-08	25:34:56	30	H16164	HK FEDERATION-NEIGHBOURHOOD    FY 8	API / GIS
21326	TVBFIN	2019-11-08	25:35:26	20	AUD1100945	KAMKOK:SPORT(203-&=A	Promo
21327	TVBFIN	2019-11-08	25:35:46	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21328	TVBFIN	2019-11-08	25:35:56	5	C22882	CHINA UNICOM SP:FIN 10 B.B.	Commercial
21329	TVBNews	2019-11-08	25:44:58	30	C22892	CHARMING HOLIDAYS	Commercial
21330	TVBNews	2019-11-08	25:45:28	30	V04238	VIARTRIL-S JOINT	Commercial
21331	TVBNews	2019-11-08	25:45:58	20	S19663	SINCERE STORE-LUGGAGE/SPORTS WEAR	Commercial
21332	TVBNews	2019-11-08	25:46:18	10	BGNA370457	AIRLAND:OWN HOME(CJ)=A	Promo
21333	J2	2019-11-08	25:48:09	20	BTDA401455	HKJC-HORIZON(J2)2605=	Promo
21334	TVBNews	2019-11-08	25:48:10	10	S19511	SOCIETE GENERALE SP:ECON. B.B.	Commercial
21335	TVBNews	2019-11-08	25:48:20	15	H14527	HIN SANG HONG-COUGH & COLD REMEDY	Commercial
21336	J2	2019-11-08	25:48:29	10	BGNA281436	OFF THE GRID(SAT2030=A	Promo
21337	TVBNews	2019-11-08	25:48:35	5	CIM0003103	TVB NEWS IMAGE	Promo
21338	J2	2019-11-08	25:48:39	10	S19589	SUPPORT HK-ARTISTS-#1	Commercial
21339	J2	2019-11-08	25:48:49	5	I07191	IDEAS FOR HK-MILLIONS	Commercial
21340	J2	2019-11-08	25:48:54	10	H17169	HIPP BABY MILK POWDER	Commercial
21341	J2	2019-11-08	25:49:04	15	F44138	FORTOCOOL PAIN PATCH	Commercial
21342	J2	2019-11-08	25:49:19	10	F44098	FIRST EDIBLE NEST-CORDYCEPS	Commercial
21343	J2	2019-11-08	25:49:29	30	E07724	ENCHANTEUR SHOWER	Commercial
21344	J2	2019-11-08	25:49:59	30	JLH9933453	KONEW:WONDER(ANNOU-&=A	Promo
21345	TVBFIN	2019-11-08	25:52:05	60	JLH9933451	KONEW:WONDER(TR1-&=A	Promo
21346	TVBFIN	2019-11-08	25:53:05	30	E07771	EXPEDIA.COM	Commercial
21347	TVBFIN	2019-11-08	25:53:35	15	A10473	ALLERGIC RHINITIS NOSE DROPS	Commercial
21348	TVBFIN	2019-11-08	25:53:50	15	JUD9281451	SUN REPORT-=	Promo
21349	TVBNews	2019-11-08	25:56:30	15	H17030	HOUSE 101	Commercial
21350	TVBNews	2019-11-08	25:56:45	15	W16276	WAI YUEN TONG-MONKEY POWDER	Commercial
21351	TVBNews	2019-11-08	25:57:00	30	M32650	MACAU GOV'T-66TH MACAU GRAND PRIX	Commercial
21352	TVBNews	2019-11-08	25:57:30	20	P16973	PROMISE FINANCE #PAN	Commercial
21353	TVBNews	2019-11-08	25:57:50	20	S19663	SINCERE STORE-LUGGAGE/SPORTS WEAR	Commercial
21354	TVBNews	2019-11-08	25:58:10	30	H17454	HITACHI REFRIGERATOR	Commercial
21355	J2	2019-11-08	25:58:33	10	GDP	OWN SWEET HOME	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21356	TVBNews	2019-11-08	25:58:40	20	JUD9484454	DO DID EAT-&=A	Promo
21357	J2	2019-11-08	25:58:43	20	BUDA327436	LAW OF JUNGLE(SAT210=A	Promo
21358	TVBNews	2019-11-08	25:59:00	20	AGN1208001	FIGHTING MMA(24-&=A	Promo
21359	J2	2019-11-08	25:59:03	30	JLH9844452	LEGEND PHOENIX(TS2-&=A	Promo
21360	TVBNews	2019-11-08	25:59:20	20	JUDA867462	ORI:ISLAND(TUE213(C(A	Promo
21361	TVBNews	2019-11-08	25:59:40	10	CGNA051401	HAITONG:FINANCIAL NEWS	Promo
21362	TVBNews	2019-11-08	25:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21363	TVBFIN	2019-11-08	26:00:16	40	JUD9978002	HCL PILL:DOD(TR3-&=A	Promo
21364	TVBFIN	2019-11-08	26:00:56	20	JUD9804453	INSPIRING JOUR-&=A	Promo
21365	TVBFIN	2019-11-08	26:01:16	15	A10547	AGILE GARDEN-ZHUHAI	Commercial
21366	TVBFIN	2019-11-08	26:01:31	15	H16889	28HSE.COM	Commercial
21367	TVBFIN	2019-11-08	26:01:46	20	AGN1208001	FIGHTING MMA(24-&=A	Promo
21368	J2	2019-11-08	26:03:09	5	BANA004005	ANN(PROG END-GN)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21369	J2	2019-11-08	26:03:14	10	GDP	HORSE RACING - RACING HORIZON	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21370	J2	2019-11-08	26:03:24	10	BGN1001421	ENCOURAGEMENT(SAT2420A	Promo
21371	J2	2019-11-08	26:03:34	10	S19620	SUPPORT HK-ARTISTS-#27	Commercial
21372	J2	2019-11-08	26:03:44	15	H17065	HOMEMADE FROZEN FOOD	Commercial
21373	J2	2019-11-08	26:03:59	10	F44098	FIRST EDIBLE NEST-CORDYCEPS	Commercial
21374	J2	2019-11-08	26:04:09	15	S19666	SHAMSHUIPO CELEBRATION-TVB WEEKLY	Commercial
21375	J2	2019-11-08	26:04:24	15	N10325	NEW ROMANCE OF T.THREE KINGDOM	Commercial
21376	J2	2019-11-08	26:04:39	15	A10473	ALLERGIC RHINITIS NOSE DROPS	Commercial
21377	J2	2019-11-08	26:04:54	40	JUD9978001	HCL PILL:DOD(TR2-&=A	Promo
21378	J2	2019-11-08	26:05:34	10	BIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21379	TVBNews	2019-11-08	26:12:00	20	P16436	PUBLIC FINANCE #SHOPPING	Commercial
21380	TVBNews	2019-11-08	26:12:20	30	M32706	MYTV SUPER-MYTV GOLD:STILL HUMAN	Commercial
21381	TVBNews	2019-11-08	26:12:50	10	CGNA030001	QIVARO:MEDICAL	Promo
21382	TVBNews	2019-11-08	26:13:00	20	JUD9696945	SKIN BIOTICS:FUN AB&=A	Promo
21383	TVBNews	2019-11-08	26:13:20	30	AGN1185453	INSIDE STORM II(193-=A	Promo
21384	TVBFIN	2019-11-08	26:13:34	20	AUD1160451	PARKVIEW:CYCLE(233=&A	Promo
21385	TVBNews	2019-11-08	26:13:50	10	BGNA417431	WHAT'S UP(MON 1900=A	Promo
21386	TVBFIN	2019-11-08	26:13:54	30	JLH2348452	TVB GALA(DO+LIZA-&=A	Promo
21387	TVBNews	2019-11-08	26:14:00	20	JUDA860463	LOVING:OZON(WED213(C(A	Promo
21388	TVBNews	2019-11-08	26:14:20	10	CGNA048431	SHK:50YRS FIN FILES	Promo
21389	TVBFIN	2019-11-08	26:14:24	10	V04218	VINTEAIL-S 7IN 1	Commercial
21390	TVBNews	2019-11-08	26:14:30	30	T15716	THB-FIRST RESIDENTIAL PROPERTY HD 38	API / GIS
21391	TVBFIN	2019-11-08	26:14:34	10	J04190	J.P.MORGAN:WARRANTS PROMO	Commercial
21392	TVBFIN	2019-11-08	26:14:44	30	T15716	THB-FIRST RESIDENTIAL PROPERTY HD 38	API / GIS
21393	TVBFIN	2019-11-08	26:15:14	10	V04218	VINTEAIL-S 7IN 1	Commercial
21394	TVBFIN	2019-11-08	26:15:24	30	JLH9933455	KONEW:WOND(CONVERT-&=A	Promo
21395	J2	2019-11-08	26:18:17	30	BUDA420456	SUSPICION(SAT 2215A	Promo
21396	J2	2019-11-08	26:18:47	20	R07977	REDOXON	Commercial
21397	J2	2019-11-08	26:19:07	30	H17389	HK MONETARY AUTHORITY-MA30	Commercial
21398	J2	2019-11-08	26:19:37	15	H16992	HOTELS.COM #H	Commercial
21399	J2	2019-11-08	26:19:52	15	H17248	HK SCHOOL OF MOTORING	Commercial
21400	J2	2019-11-08	26:20:07	15	S19666	SHAMSHUIPO CELEBRATION-TVB WEEKLY	Commercial
21401	J2	2019-11-08	26:20:22	30	T15716	THB-FIRST RESIDENTIAL PROPERTY HD 38	API / GIS
21402	J2	2019-11-08	26:20:52	30	JLHA870001	DESIGNATED(18 NOV(C(A	Promo
21403	TVBNews	2019-11-08	26:23:10	30	O07270	ONE STOP POWER PROMO	Commercial
21404	TVBNews	2019-11-08	26:23:40	15	W16047	WAI YUEN TONG-YEUNG YUM PILLS	Commercial
21405	TVBNews	2019-11-08	26:23:55	10	CGNA046266	TITAN:WELFARE WEEKLY	Promo
21406	TVBNews	2019-11-08	26:24:05	20	JLHA868474	ANNI:EARTH(21 NOV(C(A	Promo
21407	TVBNews	2019-11-08	26:24:25	30	AGN1116004	GREAT RAILWAY V(183-=A	Promo
21408	TVBNews	2019-11-08	26:24:55	60	JIM0361451	PROG PRESENT(DRAMA-&=A	Promo
21409	TVBFIN	2019-11-08	26:25:42	5	C22882	CHINA UNICOM SP:FIN 10 B.B.	Commercial
21410	TVBFIN	2019-11-08	26:25:47	10	GDP	70 YEARS.SUCCESSORS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21411	TVBNews	2019-11-08	26:25:55	15	CGNA020451	CHEUNG KK:BEHIND(M-F)	Promo
21412	TVBFIN	2019-11-08	26:25:57	20	JUD9484454	DO DID EAT-&=A	Promo
21413	TVBNews	2019-11-08	26:26:10	30	C22670	CCF-LET'S JOIN HAND HELP CHILD CF 7	API / GIS
21414	TVBFIN	2019-11-08	26:28:17	10	GDP	TVB FINANCIAL NEWS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21415	TVBFIN	2019-11-08	26:28:27	20	JUD9566745	CHANLOYI:CANTOPOP-&A	Promo
21416	TVBFIN	2019-11-08	26:28:47	20	JUD9801945	LIZA'S ON LINE-&=A	Promo
21417	TVBFIN	2019-11-08	26:29:07	15	JUD9988455	BILLION PROP:LO&BE-&=A	Promo
21418	TVBFIN	2019-11-08	26:29:22	30	JLH9844452	LEGEND PHOENIX(TS2-&=A	Promo
21419	TVBNews	2019-11-08	26:29:30	10	E07702	EVERBRIGHT SHK PR:50 YR FINA.FILE	Commercial
21420	TVBNews	2019-11-08	26:29:40	10	CGNA038351	BLESS TEA:MOBSERVATORY	Promo
21421	TVBNews	2019-11-08	26:29:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21422	TVBFIN	2019-11-08	26:29:52	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21423	J2	2019-11-08	26:31:50	10	GDP	OWN SWEET HOME	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21424	J2	2019-11-08	26:32:00	20	BUD0668942	SWEET:RUNNINGM(CJ)21=A	Promo
21425	J2	2019-11-08	26:32:20	30	JLH2348452	TVB GALA(DO+LIZA-&=A	Promo
21426	TVBFIN	2019-11-08	26:32:30	10	GDP	EATING WITH WISDOM	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21427	TVBNews	2019-11-08	26:32:30	30	U04020	UNITED ASIA FINANCE-D5	Commercial
21428	TVBFIN	2019-11-08	26:32:40	20	JUD9960453	YUMMY HUNTERS-&=A	Promo
21429	TVBFIN	2019-11-08	26:33:00	20	JUD9696945	SKIN BIOTICS:FUN AB&=A	Promo
21430	TVBNews	2019-11-08	26:33:00	20	JUD9701944	KAIPO:HOME FLAVORS-&=A	Promo
21431	TVBFIN	2019-11-08	26:33:20	60	JIM0361451	PROG PRESENT(DRAMA-&=A	Promo
21432	TVBNews	2019-11-08	26:33:20	30	AGN1069454	LEADER(2030-&=A	Promo
21433	TVBNews	2019-11-08	26:33:50	30	JLHA870471	DESIGN LH2(18 NOV(C(A	Promo
21434	TVBFIN	2019-11-08	26:34:20	15	K07889	KENGOSTORE.COM #B	Commercial
21435	TVBNews	2019-11-08	26:34:20	10	CGNA045266	HKFI:WELLNESS EXPRESS	Promo
21436	TVBFIN	2019-11-08	26:34:35	10	B10542	BOCI SECURITIES-PROMO	Commercial
21437	TVBFIN	2019-11-08	26:34:45	30	C22670	CCF-LET'S JOIN HAND HELP CHILD CF 7	API / GIS
21438	TVBFIN	2019-11-08	26:35:15	20	JUD9886455	FINDING VOICE-&=A	Promo
21439	TVBFIN	2019-11-08	26:35:35	20	AUD1029846	VITAL LIFELINE(203-=A	Promo
21440	TVBFIN	2019-11-08	26:35:55	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21441	J2	2019-11-08	26:37:28	5	BANA004005	ANN(PROG END-GN)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21442	J2	2019-11-08	26:37:33	10	GDP	YOUNG AND RESTLESS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21443	J2	2019-11-08	26:37:43	10	BGN1012457	SOLITARY FIN(SUN2245A	Promo
21444	J2	2019-11-08	26:37:53	20	N10320	NIVEA BODY LOTION	Commercial
21445	J2	2019-11-08	26:38:13	30	U04018	UNITED ASIA FINANCE-I5	Commercial
21446	J2	2019-11-08	26:38:43	30	AGN0803425	IN BELLY CITY(183&-A	Promo
21447	J2	2019-11-08	26:39:13	10	BIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21448	J2	2019-11-08	26:39:23	3	BANA004910	INDIRECT AD	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21449	TVBFIN	2019-11-08	26:47:35	20	JUD0115745	JSG-A	Promo
21450	TVBFIN	2019-11-08	26:47:55	20	JUD9701944	KAIPO:HOME FLAVORS-&=A	Promo
21451	TVBFIN	2019-11-08	26:48:15	15	K07889	KENGOSTORE.COM #B	Commercial
21452	TVBFIN	2019-11-08	26:48:30	10	B09199	BNP SP:WARRANTS PROMO	Commercial
21453	TVBFIN	2019-11-08	26:48:40	15	A10473	ALLERGIC RHINITIS NOSE DROPS	Commercial
21454	TVBNews	2019-11-08	26:48:42	30	U04019	UNITED ASIA FINANCE-N5	Commercial
21455	TVBFIN	2019-11-08	26:48:55	50	JLH9933452	KONEW:WONDER WOMAN	Promo
21456	TVBNews	2019-11-08	26:49:12	20	JUD9743452	BL HOLIDAY:MOM-&=A	Promo
21457	TVBNews	2019-11-08	26:49:32	30	AGN0722004	ROADLESS IV(183-=A	Promo
21458	TVBFIN	2019-11-08	26:49:45	30	AGN0722004	ROADLESS IV(183-=A	Promo
21459	TVBNews	2019-11-08	26:50:02	10	BGN0072943	PET WONDER(SAT1930=A	Promo
21460	TVBNews	2019-11-08	26:50:12	20	JUDA037456	WK:INDEPEND(SAT213(C(A	Promo
21461	TVBNews	2019-11-08	26:50:32	10	CGNA015011	RICHFIELD:NEWS FILE	Promo
21462	J2	2019-11-08	26:51:14	60	BCPA356451	2020 DRAMA CP(A	Promo
21463	J2	2019-11-08	26:52:14	15	C22897	CRYSTAL MOIST	Commercial
21464	J2	2019-11-08	26:52:29	20	E07778	EXCAUGH	Commercial
21465	J2	2019-11-08	26:52:49	30	U04020	UNITED ASIA FINANCE-D5	Commercial
21466	J2	2019-11-08	26:53:19	30	C22670	CCF-LET'S JOIN HAND HELP CHILD CF 7	API / GIS
21467	TVBNews	2019-11-08	26:56:30	30	H17454	HITACHI REFRIGERATOR	Commercial
21468	TVBNews	2019-11-08	26:57:00	20	P16437	PUBLIC FINANCE #TRAVEL	Commercial
21469	TVBNews	2019-11-08	26:57:20	10	S19617	SUPPORT HK-ARTISTS-#24	Commercial
21470	TVBNews	2019-11-08	26:57:30	120	JLHA869003	ANNI:WONDER OTR(C(A	Promo
21471	TVBNews	2019-11-08	26:59:30	10	BGNA281436	OFF THE GRID(SAT2030=A	Promo
21472	TVBNews	2019-11-08	26:59:40	10	CGNA022261	GLORY:SZ-HK-SH 095,152	Promo
21473	TVBNews	2019-11-08	26:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21474	TVBFIN	2019-11-08	27:00:45	10	GDP	SUCCESS IN CAREER	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21475	TVBFIN	2019-11-08	27:00:55	20	JIM0234023	52 ANN(FOODCOURT-&=	Promo
21476	TVBFIN	2019-11-08	27:01:15	20	JUD9743452	BL HOLIDAY:MOM-&=A	Promo
21477	TVBFIN	2019-11-08	27:01:35	30	A10303	AVIVA YACHT SERVICES	Commercial
21478	TVBFIN	2019-11-08	27:02:05	30	AGN1116004	GREAT RAILWAY V(183-=A	Promo
21479	TVBFIN	2019-11-08	27:02:35	30	JLH9933453	KONEW:WONDER(ANNOU-&=A	Promo
21480	TVBFIN	2019-11-08	27:03:05	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21481	J2	2019-11-08	27:05:36	10	GDP	BIG BOYS CLUB	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21482	J2	2019-11-08	27:05:46	10	BGN0825943	ORGANIZED(CJ)2100=A	Promo
21483	J2	2019-11-08	27:05:56	20	BUDA422001	GOURMET(THU 1930=A	Promo
21484	J2	2019-11-08	27:06:16	15	A10473	ALLERGIC RHINITIS NOSE DROPS	Commercial
21485	J2	2019-11-08	27:06:31	20	E07778	EXCAUGH	Commercial
21486	J2	2019-11-08	27:06:51	30	JCP0366421	ANN DRAMA CP-&=A	Promo
21487	J2	2019-11-08	27:07:21	5	BIDA001001	"STATION ID(5"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21488	TVBFIN	2019-11-08	27:14:02	20	JUD9804453	INSPIRING JOUR-&=A	Promo
21489	TVBNews	2019-11-08	27:14:02	15	H14527	HIN SANG HONG-COUGH & COLD REMEDY	Commercial
21490	TVBNews	2019-11-08	27:14:17	30	S19551	SEIKO WATCH-GRAND	Commercial
21491	TVBFIN	2019-11-08	27:14:22	10	U03957	UBS SP:WARRANTS PROMO. AD	Commercial
21492	TVBFIN	2019-11-08	27:14:32	30	A10359	AIDS-LOVE WITH SEXTITUDE       AI 10	API / GIS
21493	TVBNews	2019-11-08	27:14:47	30	N10253	NU PHARM-LIVER CLEAR	Commercial
21494	TVBFIN	2019-11-08	27:15:02	20	AUD0981846	CENTA:CPROP(2130-=A	Promo
21495	TVBNews	2019-11-08	27:15:17	10	CGNA044214	SOCIETE:ECONOMICS	Promo
21496	TVBFIN	2019-11-08	27:15:22	5	C22545	CENTALINE SP:CLOSER LOOK B.B.	Commercial Tag on
21497	TVBFIN	2019-11-08	27:15:27	60	JLH9844445	LEGEND PHOENIX(TS1-&=A	Promo
21498	TVBNews	2019-11-08	27:15:27	5	CIM0003103	TVB NEWS IMAGE	Promo
21499	TVBNews	2019-11-08	27:15:32	10	JGN9758451	CH OILFIELD:ERA(193-&=	Promo
21500	TVBNews	2019-11-08	27:15:42	10	BGNA327436	LAW OF JUNGLE(SAT210=A	Promo
21501	TVBNews	2019-11-08	27:15:52	30	AUD1232452	MIRAIDANE(193-=A	Promo
21502	TVBNews	2019-11-08	27:16:22	10	CGNA028001	MPL:HK HISTORICAL	Promo
21503	TVBNews	2019-11-08	27:16:32	30	A10359	AIDS-LOVE WITH SEXTITUDE       AI 10	API / GIS
21504	J2	2019-11-08	27:20:09	20	BUDA386431	KUONI:HIP-SCAN(203=A	Promo
21505	J2	2019-11-08	27:20:29	10	BUDA412457	HORSE-SINGAPORE(1355=	Promo
21506	J2	2019-11-08	27:20:39	30	U04017	UNITED ASIA FINANCE-T7	Commercial
21507	J2	2019-11-08	27:21:09	15	C22897	CRYSTAL MOIST	Commercial
21508	J2	2019-11-08	27:21:24	15	S19611	SAM SENG ONION WINE              4-830	Commercial
21509	J2	2019-11-08	27:21:39	30	A10359	AIDS-LOVE WITH SEXTITUDE       AI 10	API / GIS
21510	J2	2019-11-08	27:22:09	10	BGNA404422	BEAUTY WORK(TUE 1900=A	Promo
21511	TVBNews	2019-11-08	27:26:30	30	T15980	TARGET INSURANCE	Commercial
21512	TVBFIN	2019-11-08	27:26:40	10	GDP	70 YEARS: ECON TECH MOVEMENT	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21513	TVBFIN	2019-11-08	27:26:50	20	JUD9929455	KONEW:MAN WHO KILL-&=A	Promo
21514	TVBNews	2019-11-08	27:27:00	20	K07941	KUKA HOME	Commercial
21515	TVBNews	2019-11-08	27:27:20	20	P16989	PROMISE FINANCE #BCO	Commercial
21516	TVBNews	2019-11-08	27:27:40	10	CGNA032931	HK JOCKEY:SPORTSPEDIA	Promo
21517	TVBNews	2019-11-08	27:27:50	20	JUD9801945	LIZA'S ON LINE-&=A	Promo
21518	TVBFIN	2019-11-08	27:28:10	10	GDP	TVB FINANCIAL NEWS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21519	TVBNews	2019-11-08	27:28:10	20	BUDA370457	AIRLAND:OWN HOME(CJ)=A	Promo
21520	TVBFIN	2019-11-08	27:28:20	20	JUD9801945	LIZA'S ON LINE-&=A	Promo
21521	TVBNews	2019-11-08	27:28:30	20	JUDA865457	WK:ALLIED(SUN213(C(A	Promo
21522	TVBFIN	2019-11-08	27:28:40	40	JUD9978001	HCL PILL:DOD(TR2-&=A	Promo
21523	TVBNews	2019-11-08	27:28:50	20	AUD1100945	KAMKOK:SPORT(203-&=A	Promo
21524	TVBNews	2019-11-08	27:29:10	10	CGNA026191	SHK:ALL ABOUT PROPERTY	Promo
21525	TVBFIN	2019-11-08	27:29:20	30	AUD1232452	MIRAIDANE(193-=A	Promo
21526	TVBNews	2019-11-08	27:29:20	30	S19664	SWD-EXPANSION OF GUANGDONG     SW 101	API / GIS
21527	TVBFIN	2019-11-08	27:29:50	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21528	TVBNews	2019-11-08	27:29:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21529	TVBFIN	2019-11-08	27:32:30	10	GDP	A CULINARY ROADTRIP III	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21530	TVBNews	2019-11-08	27:32:30	30	U04017	UNITED ASIA FINANCE-T7	Commercial
21531	TVBFIN	2019-11-08	27:32:40	50	JLH9933452	KONEW:WONDER(TR2-&=A	Promo
21532	TVBNews	2019-11-08	27:33:00	10	H17237	HKHCL-ZHUI FENG H.L.PILL-MANN/WAT	Commercial
21533	TVBNews	2019-11-08	27:33:10	30	C22892	CHARMING HOLIDAYS	Commercial
21534	TVBFIN	2019-11-08	27:33:30	20	JUD9805453	PORTUGUESE AR W-&=A	Promo
21535	J2	2019-11-08	27:33:35	10	GDP	GROWING UP TOGETHER	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21536	TVBNews	2019-11-08	27:33:40	20	AUD1101945	DOLCE VITA(2330-=A	Promo
21537	J2	2019-11-08	27:33:45	10	BGNA297944	TV CHAMPION III(1835A	Promo
21538	TVBFIN	2019-11-08	27:33:50	10	CGNA051401	HAITONG:FINANCIAL NEWS	Promo
21539	J2	2019-11-08	27:33:55	15	H17289	HOTELS.COM #D	Commercial
21540	TVBFIN	2019-11-08	27:34:00	15	C22121	CENTRO	Commercial
21541	TVBNews	2019-11-08	27:34:00	20	JUD9804453	INSPIRING JOUR-&=A	Promo
21542	J2	2019-11-08	27:34:10	60	JIMA860002	LOVING EARTH(C(A	Promo
21543	TVBFIN	2019-11-08	27:34:15	20	JUD9566745	CHANLOYI:CANTOPOP-&A	Promo
21544	TVBNews	2019-11-08	27:34:20	10	CGNA051401	HAITONG:FINANCIAL NEWS	Promo
21545	TVBFIN	2019-11-08	27:34:35	20	AUD1160451	PARKVIEW:CYCLE(233=&A	Promo
21546	TVBFIN	2019-11-08	27:34:55	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21547	TVBFIN	2019-11-08	27:35:10	3	AAN0005012	INDIRECT AD WARNING	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21548	J2	2019-11-08	27:35:10	15	BIDA001003	"STATION ID(15"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
